title_id,name
600,PHP Developer
601,PHP Developer
602,PHP Developer
603,PHP Developer
604,PHP Developer
605,PHP Developer
606,PHP Developer
607,PHP Developer
608,PHP Developer
609,PHP Developer (Laravel)
610,PHP Developer (m/f/d) - Remote
611,PHP Developer E-commerce
612,PHP Developer_ka
613,PHP Magento Developer
614,PHP Symfony Developer
615,PHP Symfony Developer
616,PHP Symfony Developer
617,Platform Software Engineer
618,Power BI Developer
619,Principal Software Engineer
620,Product Analyst
621,Product Designer
622,Product designer
623,Product Designer (UI/UX)
624,Product Designer (UX/UI) - Mid/Regular
625,Product Designer (UX/UI) – Mid / Regular
626,Product Manager - Operational Excellence
627,Product Manager Mobile App
628,Product Owner
629,Product Owner
630,Product Owner
631,Product Owner
632,Production Support Lead
633,Programista .NET
634,Programista .NET
635,Programista .NET
636,Programista .NET (Mid)
637,Programista Android
638,Programista Android
639,Programista Aplikacji Mobilnych
640,Programista Aplikacji Mobilnych
641,Programista Backend (C#)
642,Programista Backend (C++/Qt)
643,Programista Backend (PHP)
644,Programista Baz Danych
645,Programista BI
646,Programista BI
647,Programista BI
648,Programista BI (PowerBI/Tableau/Qlik)
649,Programista C#
650,Programista C#
651,Programista C++
652,Programista C++
653,Programista Embedded
654,Programista Embedded
655,Programista Front-End
656,Programista FullStack
657,Programista Fullstack
658,Programista iOS
659,Programista Java
660,Programista Java
661,Programista Java
662,Programista Java
663,Programista Java (Mid)
664,Programista Java fullstack
665,Programista PHP
666,Programista PHP
667,Programista PHP - Prestashop
668,Programista PHP (Junior)
669,Programista PL/SQL
670,Programista PL/SQL
671,Programista Python
672,Programista Xamarin
673,Project Manager
674,Project Manager
675,Project Manager IT
676,Python Developer
677,Python Developer
678,Python Developer
679,Python Developer
680,Python Developer
681,Python Developer
682,Python Developer
683,Python Developer (Django) Virtualo
684,Python Developer (future Data Scientist)
685,Python Developer for Data Science / NLP
686,Python Developer for Data Science / NLP
687,Python Machine Learning Developer
688,Python Software Engineer
689,QA Automation Engineer
690,QA Automation Engineer
691,QA Automation Engineer
692,QA Automation Engineer
693,QA Automation Engineer (Cypress)
694,QA Automation Engineer (Mobile)
695,QA Automation Engineer (remote)
696,QA Automation Engineer I
697,QA Automation Engineer II
698,QA Automation Expert
699,QA Engineer
700,QA Engineer
701,QA Engineer
702,QA Engineer
703,QA Engineer
704,QA Engineer
705,QA Engineer
706,QA Engineer
707,QA Engineer (C#)
708,QA Engineer (junior/mid)
709,QA Engineer / Software Engineer in Test
710,QA Engineer(ka)
711,Qlik Developer
712,Qlik Developer
713,Quality Assurance Engineer
714,React Developer
715,React Developer
716,React Frontend Developer
717,React Mid Developer
718,React Native Developer
719,React Native Developer
720,React Native Developer
721,React Native Developer
722,React.js developer (regular)
723,Regular & Senior PHP Developer
724,Regular PHP Developer
725,Release Manager
726,Remote Android Developer (greenfield)
727,Remote Automotive Software Engineer
728,REMOTE Azure Data Engineer
729,Remote Business / System Analyst
730,Remote Cyber Security Engineer
731,Remote DevOps Engineer (AWS/Python)
732,Remote DevOps Engineer (GCP/Python)
733,Remote Frontend Developer
734,"Remote FullStack Developer (C#, .Net)"
735,Remote iOS Developer (mid)
736,Remote Java Developer
737,Remote Java Developer
738,Remote Junior DevOps
739,Remote Mid Java Backend Developer
740,Remote Mid Mobile Developer (Android/iOS)
741,Remote Product Architect (Startup)
742,Remote QA Engineer / Software Tester
743,Remote ReactJS Developer (mid)
744,Remote Senior Java Backend Developer
745,Remote Senior Mobile Developer (Android/iOS)
746,Remote Senior PHP Developer
747,Remote Senior PHP Developer
748,Ruby Developer
749,Ruby on Rails Developer
750,Ruby on Rails Engineer
751,Salesforce Developer
752,Salesforce Developer
753,Salesforce Engineer
754,SAP BI Support Consultant
755,SAP Data Analyst
756,SAP Joint Venture Accounting (JVA) Lead
757,SAP SD + PS Functional Consultant
758,SAP SD Consultant
759,Scrum Master
760,Seller Product Lead
761,Senior .NET Developer
762,Senior .NET Developer (remote)
763,Senior .NET Software Engineer
764,Senior .NET Software Engineer
765,Senior Android Developer
766,Senior Android Developer
767,Senior Android Developer
768,Senior Android Developer
769,Senior Android Developer
770,Senior Angular Frontend Developer
771,Senior Automation Engineer
772,Senior Azure Solution Designer&Developer
773,Senior Azure Solution Dev (Data Science)
774,Senior Back End Engineer
775,Senior Back End Engineer (100% Remote)
776,Senior Back End Engr
777,Senior Back-end Developer
778,Senior Back-end JAVA Developer
779,Senior Back-End Java Engineer (Relo to Berlin)
780,Senior Backend Developer
781,Senior Backend Developer - Golang
782,Senior Backend Engineer
783,Senior Backend Engineer (Java/Kotlin)
784,Senior Backend Engineer (NodeJS)
785,Senior Backend Engineers
786,Senior BI Developer
787,Senior Big Data Engineer
788,Senior Big Data Engineer
789,Senior Cloud Engineer
790,Senior Cloud Engineer-DevOps
791,Senior Cloud Security Engineer
792,Senior Cloud Security Engineer
793,Senior Cloud Security Engineer
