Title,City,Country_code,Marker_icon,Workplace_type,Experience_level,Published_at,Remote_interview,Remote,Open_to_hire_Ukrainians,Company_size_from,Company_size_to,salary_from_permanent,salary_to_permanent,salary_currency_permanent,currency_exchange_rate,skills_name_0,skills_value_0,skills_name_1,skills_value_1,skills_name_2,skills_value_2
Node.js Developer,Łódź,PL,javascript,remote,mid,2022-10-26T06:47:00.000Z,TRUE,TRUE,FALSE,1000,0,8650,15400,pln,0,PostreSQL,3,GraphQL,3,Node.js,3
Software Developer,Gdynia,PL,java,remote,mid,2022-03-02T13:00:15.313Z,TRUE,TRUE,,50,70,8700,11000,pln,0,Relational Databases,3,Spring,3,Java,3
Ruby on Rails Developer 🤓,Poznań,PL,ruby,remote,mid,2022-10-28T06:44:00.000Z,TRUE,TRUE,TRUE,125,0,8700,16700,pln,0,MySQL,3,RSpec,3,Ruby on Rails,3
Ruby on Rails Developer 🤓,Warszawa,PL,ruby,remote,mid,2022-10-02T12:00:13.551Z,TRUE,TRUE,TRUE,125,0,8700,16700,pln,0,MySQL,3,RSpec,3,Ruby on Rails,3
Ruby on Rails Developer 🤓,Poznań,PL,ruby,remote,mid,2022-08-02T09:00:15.694Z,TRUE,TRUE,TRUE,125,0,8700,16600,pln,0,MySQL,3,RSpec,3,Ruby on Rails,3
Ruby on Rails Developer 🤓,Gdańsk,PL,ruby,remote,mid,2022-04-11T13:00:32.213Z,TRUE,TRUE,TRUE,125,0,8700,16600,pln,0,MySQL,3,RSpec,3,Ruby on Rails,3
Ruby on Rails Developer 🤓,Gdańsk,PL,ruby,remote,mid,2022-03-01T12:00:24.142Z,TRUE,TRUE,,125,0,8700,12000,pln,0,MySQL,3,RSpec,3,Ruby on Rails,3
Data Engineer,Warszawa,PL,data,remote,mid,2022-03-18T10:00:14.804Z,TRUE,TRUE,,300,0,8700,14600,pln,0,Airflow,3,Python,3,BI,3
Backend Engineer,Warszawa,PL,javascript,remote,mid,2022-03-11T10:00:00.000Z,TRUE,TRUE,,50,0,8700,14600,pln,0,Linux,3,SQL,3,Node.js,3
Mid-level Backend Engineer (web3),Kraków,PL,javascript,remote,mid,2022-08-12T16:20:55.318Z,TRUE,TRUE,FALSE,100,0,8700,13280,pln,0,RabbitMQ,3,nestJS,3,TypeScript,3
Mid-level Frontend Engineer,Warszawa,PL,javascript,remote,mid,2022-04-10T07:00:20.435Z,TRUE,TRUE,TRUE,100,0,8700,13280,pln,0,ReactJS,3,JavaScript,3,TypeScript,3
Mid-level Backend Engineer (web3),Warszawa,PL,javascript,remote,mid,2022-04-06T11:19:00.000Z,TRUE,TRUE,FALSE,100,0,8700,13280,pln,0,RabbitMQ,3,nestJS,3,TypeScript,3
Mid-level Frontend Engineer,Wrocław,PL,javascript,remote,mid,2022-03-15T16:00:17.531Z,TRUE,TRUE,,100,0,8700,13280,pln,0,ReactJS,3,JavaScript,3,TypeScript,3
Mid-level Backend Engineer,Warszawa,PL,javascript,remote,mid,2022-03-02T08:00:19.923Z,TRUE,TRUE,,100,0,8700,13280,pln,0,RabbitMQ,3,nestJS,3,TypeScript,3
Scrum Master,Kraków,PL,pm,remote,mid,2022-10-28T06:28:00.000Z,TRUE,TRUE,TRUE,400,0,8700,11100,pln,0,Agile,3,Confluence,3,JIRA,3
Product Owner (e-commerce),Wrocław,PL,pm,remote,mid,2022-10-02T16:00:09.663Z,TRUE,TRUE,TRUE,400,0,8700,12400,pln,0,Scrum,5,Team Management,5,Project Management,5
Scrum Master/Koordynator projektów,Wrocław,PL,pm,partly_remote,junior,2022-08-01T15:00:09.323Z,TRUE,FALSE,TRUE,400,0,8700,10500,pln,0,Project Management,2,Scrum,3,JIRA,3
Medium Node JS Developer,Gliwice,PL,javascript,remote,mid,2022-06-10T08:50:16.962Z,TRUE,TRUE,FALSE,900,0,8700,13700,pln,0,Node.js,3,JavaScript,3,unknown,0
Data Engineer,Gliwice,PL,data,remote,mid,2022-05-19T13:34:00.000Z,TRUE,TRUE,FALSE,900,0,8700,13700,pln,0,SSIS,3,ETL tools,3,SQL,3
Software Engineer,Warszawa,PL,pm,remote,mid,2022-04-10T13:00:13.716Z,FALSE,TRUE,FALSE,11,50,8706.389357,15236.18138,usd,0.2297163517,TDD/BDD,2,Elixir,2,Golang,3
Senior Sales Development Representative,Kraków,PL,other,remote,senior,2022-04-26T13:58:00.000Z,TRUE,TRUE,TRUE,80,0,8706.389357,12188.9451,usd,0.2297163517,Sales,5,unknown,0,unknown,0
PHP Developer,Walnut,US,php,remote,mid,2022-04-27T17:00:13.980Z,TRUE,TRUE,TRUE,11,0,8706.389357,13059.58404,usd,0.2297163517,TailwindCSS,4,Livewire,4,Laravel,4
PHP Developer,Gdynia,PL,php,remote,mid,2022-04-26T07:00:17.624Z,TRUE,TRUE,TRUE,11,0,8706.389357,13059.58404,usd,0.2297163517,TailwindCSS,4,Livewire,4,Laravel,4
Software Developer,Washington,US,c,remote,junior,2022-04-21T09:00:21.735Z,TRUE,TRUE,TRUE,200,0,8706.389357,17412.77871,usd,0.2297163517,Node.js,1,JavaScript,2,unknown,0
Go Lang Developer,תל אביב-יפו,IL,go,remote,mid,2022-05-22T11:50:28.111Z,TRUE,TRUE,TRUE,30,0,8767.136239,13150.70436,usd,0.228124663,ES7,4,unknown,0,unknown,0
Mid/Senior C Developer,Warszawa,PL,c,remote,mid,2022-10-21T11:00:13.970Z,FALSE,TRUE,FALSE,250,0,8800,16000,pln,0,SVN,4,Linux,4,C,4
Software Developer,Opole,PL,net,partly_remote,mid,2022-10-25T10:00:09.770Z,TRUE,FALSE,TRUE,20,25,8800,13200,pln,0,Web Applications,3,SQL,3,.Net,3
Senior Manual Tester,Gliwice,PL,testing,remote,senior,2022-08-02T13:00:09.838Z,FALSE,TRUE,TRUE,4790,0,8800,13800,pln,0,API Testing,4,Agile,4,ISTQB,4
FullStack .NET + Angular Developer,Gliwice,PL,net,remote,mid,2022-07-11T11:07:00.000Z,TRUE,TRUE,TRUE,4790,0,8800,13800,pln,0,Azure,4,Angular,4,.Net,4
Programista .NET,Gliwice,PL,net,remote,mid,2022-04-22T09:58:00.000Z,TRUE,TRUE,TRUE,3500,0,8800,15000,pln,0,WinForms,4,WPF,4,.Net,4
Remote Node.JS Developer,Gliwice,PL,javascript,remote,mid,2022-04-20T13:00:13.039Z,TRUE,TRUE,TRUE,3500,0,8800,13800,pln,0,AWS/Azure,1,React/Angular,1,Node.js,4
Medium Java Developer,Wrocław,PL,java,remote,mid,2022-06-07T09:16:00.000Z,TRUE,TRUE,FALSE,900,0,8800,13700,pln,0,Spring,3,Spring Boot,4,Java 8,4
Java Developer,Gliwice,PL,java,remote,mid,2022-04-25T06:58:00.000Z,TRUE,TRUE,FALSE,900,0,8800,13700,pln,0,Spring,3,Spring Boot,3,Java 8,4
Java Developer,Wrocław,PL,java,remote,mid,2022-04-25T07:43:00.000Z,TRUE,TRUE,FALSE,900,0,8800,13700,pln,0,Spring,3,Spring Boot,3,Java 8,4
Mid PHP Developer,Kraków,PL,php,partly_remote,mid,2022-03-26T13:00:13.275Z,FALSE,FALSE,,2,Oct,8800,12000,pln,0,Symfony,3,Git,3,PHP,3
Full Stack PHP Developer,Ciechanów,PL,php,office,senior,2022-07-31T11:00:14.548Z,FALSE,FALSE,FALSE,10,23,8800,16200,pln,0,MySQL,4,jQuery,4,Git,4
Software Developer in Test,Kraków,PL,testing,remote,mid,2022-04-25T12:00:19.498Z,TRUE,TRUE,TRUE,200,0,8900,12700,pln,0,HTTP,3,Testing,3,Test Automation,3
Software Developer in Test,Katowice,PL,testing,remote,mid,2022-04-24T13:00:14.145Z,TRUE,TRUE,TRUE,200,0,8900,12700,pln,0,HTTP,3,Testing,3,Test Automation,3
Unreal Technical Artist,Nicosia,CY,game,remote,mid,2022-05-12T15:13:00.000Z,TRUE,TRUE,TRUE,50,200,8970.023059,13455.03459,usd,0.2229648672,Blender,1,VFX,3,Unreal Engine,3
Web Games Developer,Nicosia,CY,game,remote,mid,2022-05-12T12:57:00.000Z,TRUE,TRUE,TRUE,50,200,8970.023059,11212.52882,usd,0.2229648672,Agile,3,TypeScript,3,HTML5,3
Golang Developer,Warszawa,PL,go,remote,mid,2022-08-01T07:52:00.000Z,TRUE,TRUE,FALSE,7000,0,9000,15000,pln,0,GitLab,3,Git,3,Golang,4
Frontend Developer,Gdańsk,PL,javascript,remote,mid,2022-10-26T09:00:14.552Z,TRUE,TRUE,TRUE,500,0,9000,15000,pln,0,JavaScript,3,CSS,3,HTML5,3
UX Researcher,Warszawa,PL,ux,remote,mid,2022-06-13T10:58:00.000Z,TRUE,TRUE,TRUE,500,0,9000,12000,pln,0,Firebase,3,Google Analytics,3,HotJar,3
PHP Developer,Kraków,PL,php,remote,mid,2022-06-24T09:30:00.000Z,TRUE,TRUE,TRUE,500,0,9000,15000,pln,0,Symfony 3,3,OOP,3,PHP 7,3
Administrator Aplikacji/DevOps,Wrocław,PL,admin,remote,mid,2022-05-23T14:01:00.000Z,TRUE,TRUE,TRUE,500,0,9000,14000,pln,0,Bash,3,Python,3,PostgreSQL,3
iOS Developer,Warszawa,PL,mobile,remote,mid,2022-04-23T15:00:13.619Z,TRUE,TRUE,TRUE,500,0,9000,14000,pln,0,XCode,3,MVVM-C,3,Swift,3
Android Developer,Warszawa,PL,mobile,remote,mid,2022-04-23T15:00:13.619Z,TRUE,TRUE,TRUE,500,0,9000,14000,pln,0,Android,3,MVVM,3,Kotlin,3
Administrator Aplikacji/DevOps,Warszawa,PL,admin,remote,mid,2022-04-21T07:18:00.000Z,TRUE,TRUE,TRUE,500,0,9000,14000,pln,0,Bash,3,Python,3,PostgreSQL,3
Frontend Developer,Warszawa,PL,javascript,remote,mid,2022-04-18T10:00:14.217Z,TRUE,TRUE,TRUE,500,0,9000,15000,pln,0,JavaScript,3,CSS,3,HTML5,3
PHP Developer,Warszawa,PL,php,remote,mid,2022-04-17T16:00:14.914Z,TRUE,TRUE,TRUE,500,0,9000,15000,pln,0,Symfony 3,3,OOP,3,PHP 7,3
Technical Support for AML,Warszawa,PL,support,partly_remote,mid,2022-05-31T07:04:00.000Z,TRUE,FALSE,FALSE,450,0,9000,10000,pln,0,Data Warehouses,3,Oracle,3,SQL,3
Programista .net,Gdańsk,PL,net,office,mid,2022-04-28T11:32:00.000Z,FALSE,FALSE,FALSE,10,0,9000,16000,pln,0,.NET Core,3,C#,3,unknown,0
General QA Engineer,Kraków,PL,testing,remote,mid,2022-05-12T13:40:00.000Z,TRUE,TRUE,TRUE,300,0,9000,14000,pln,0,SQL,3,Mobile App Testing,3,Web Application Testing,4
Scala Developer,Kraków,PL,scala,remote,junior,2022-10-28T12:00:13.169Z,TRUE,TRUE,TRUE,200,0,9000,15500,pln,0,Linux,2,TDD,2,Scala,2
Mid/Senior Technical Project Manager,Warszawa,PL,pm,partly_remote,senior,2022-10-02T13:00:10.095Z,TRUE,FALSE,TRUE,200,0,9000,11000,pln,0,Agile,4,unknown,0,unknown,0
Mł./Programista .NET /backend,Warszawa,PL,net,remote,mid,2022-03-31T11:00:20.692Z,TRUE,TRUE,TRUE,200,0,9000,16000,pln,0,.Net,2,.NET Core,2,C#,2
Web Developer,Warszawa,PL,html,remote,mid,2022-10-03T09:25:00.000Z,FALSE,TRUE,FALSE,50,0,9000,15000,pln,0,JavaScript,3,CSS,3,HTML,3
Web Application Tester,Kraków,PL,testing,remote,mid,2022-04-25T10:32:00.000Z,TRUE,TRUE,TRUE,51,200,9000,13000,pln,0,Visual Studio,1,C#,3,SQL,3
Java Developer,Warszawa,PL,java,partly_remote,mid,2022-04-24T14:00:15.336Z,TRUE,FALSE,FALSE,115,0,9000,16000,pln,0,Git,3,Java,3,Linux,3
Scala developer,Warszawa,PL,scala,partly_remote,mid,2022-04-24T14:00:15.336Z,TRUE,FALSE,FALSE,115,0,9000,16000,pln,0,Scala/Java,3,Linux,3,Polish,5
Remote iOS Developer,Katowice,PL,mobile,remote,mid,2022-04-14T13:00:24.200Z,TRUE,TRUE,TRUE,200,0,9000,17000,pln,0,Git,4,REST,4,Swift,4
Android Developer,Katowice,PL,mobile,remote,mid,2022-04-12T13:00:17.947Z,TRUE,TRUE,FALSE,220,0,9000,17000,pln,0,RxJava/Coroutines:,4,Git,4,Kotlin,4
Business Analyst,Wrocław,PL,pm,partly_remote,mid,2022-04-11T17:00:17.562Z,TRUE,FALSE,TRUE,100,200,9000,15000,pln,0,UML,3,BPMN2,4,Business Analysis,4
Consultant Salesforce - Business Analyst,Warszawa,PL,analytics,remote,mid,2022-04-25T12:00:19.498Z,TRUE,TRUE,TRUE,200,0,9000,14000,pln,0,BPMN,3,ERP,3,CRM,3
Consultant Salesforce - Business Analyst,Warszawa,PL,analytics,remote,mid,2022-04-10T08:00:40.991Z,TRUE,TRUE,TRUE,200,0,9000,14000,pln,0,BPMN,3,ERP,3,CRM,3
UX/UI Designer,Warszawa,PL,ux,remote,mid,2022-03-27T13:00:14.623Z,TRUE,TRUE,,200,0,9000,14000,pln,0,Figma,1,Scrum,3,UX/UI Tools,3
Consultant Salesforce - Business Analyst,Warszawa,PL,analytics,remote,mid,2022-02-26T09:00:18.791Z,TRUE,TRUE,,200,0,9000,14000,pln,0,BPMN,3,ERP,3,CRM,3
Mid React Front-end Developer,Kraków,PL,javascript,partly_remote,mid,2022-10-20T18:32:42.527Z,TRUE,FALSE,FALSE,25,0,9000,12000,pln,0,React,3,JavaScript,3,HTML,3
Scrum Master,Poznań,PL,pm,remote,mid,2022-03-08T09:00:27.630Z,TRUE,TRUE,,40,0,9000,14000,pln,0,Agile,3,Scrum Master,3,Communication Skills,4
Web Publisher / CMS Specialist,Wrocław,PL,html,remote,mid,2022-06-02T11:37:00.000Z,TRUE,TRUE,TRUE,600,0,9000,13000,pln,0,WordPress,2,HTML,3,English,4
Mid Android Developer,Poznań,PL,mobile,remote,mid,2022-04-27T08:00:16.457Z,TRUE,TRUE,FALSE,70,0,9000,14000,pln,0,Android SDK,3,Kotlin,3,Android,3
Mid Frontend Developer (Angular/React),Katowice,PL,javascript,partly_remote,mid,2022-11-14T09:00:15.466Z,TRUE,FALSE,TRUE,10000,0,9000,16000,pln,0,React,3,TypeScript,3,JavaScript,3
Fullstack Java Developer (IoT),Katowice,PL,java,partly_remote,mid,2022-11-14T09:00:15.466Z,TRUE,FALSE,TRUE,10000,0,9000,16000,pln,0,Angular,3,React,3,Java,3
Java Developer,Katowice,PL,java,partly_remote,mid,2022-11-14T09:00:15.466Z,TRUE,FALSE,TRUE,10000,0,9000,16000,pln,0,English,3,Relational Databases,3,Java,3
Full Stack Web Developer,Katowice,PL,javascript,partly_remote,mid,2022-10-26T12:49:00.000Z,TRUE,FALSE,TRUE,10000,0,9000,16000,pln,0,Vue.js,3,React,3,Angular,3
Linux System Administrator,Katowice,PL,admin,partly_remote,mid,2022-10-26T12:43:00.000Z,TRUE,FALSE,TRUE,10000,0,9000,16000,pln,0,DevOps,3,SLES,3,Linux,3
Java Developer,Katowice,PL,java,partly_remote,mid,2022-10-26T12:41:00.000Z,TRUE,FALSE,TRUE,10000,0,9000,16000,pln,0,Git,3,English,3,Java,3
Full Stack Developer,Katowice,PL,javascript,partly_remote,mid,2022-10-26T12:34:00.000Z,TRUE,FALSE,TRUE,10000,0,9000,16000,pln,0,TypeScript,3,Java,3,JavaScript,3
QA Manual Tester,Katowice,PL,testing,remote,mid,2022-10-01T08:00:12.131Z,TRUE,TRUE,TRUE,10000,0,9000,16000,pln,0,REST API,3,Testing,3,English,4
QA Automation Tester,Katowice,PL,testing,remote,mid,2022-10-01T08:00:12.131Z,TRUE,TRUE,TRUE,10000,0,9000,16000,pln,0,Agile,3,Testing,3,English,4
IT Consultant Linux Administration,Katowice,PL,admin,partly_remote,mid,2022-09-29T09:00:15.751Z,TRUE,FALSE,TRUE,10000,0,9000,16000,pln,0,DevOps,2,Linux,3,unknown,0
Salesforce Business Consultant,Katowice,PL,support,remote,mid,2022-08-12T11:00:14.105Z,TRUE,TRUE,TRUE,10000,0,9000,16000,pln,0,Proactivity,3,Design Thinking,3,English,4
Scrum Master,Gliwice,PL,pm,partly_remote,mid,2022-07-31T12:00:14.056Z,TRUE,FALSE,TRUE,10000,0,9000,13000,pln,0,English,3,Communication Skills,3,Scrum,3
Embedded Software Engineer,Gdynia,PL,c,remote,mid,2022-06-21T15:56:00.000Z,TRUE,TRUE,TRUE,10000,0,9000,16000,pln,0,Autosar,3,AWS,3,C/C++,3
Data Engineer,Wrocław,PL,data,remote,mid,2022-06-15T06:40:00.000Z,TRUE,TRUE,FALSE,10000,0,9000,16000,pln,0,ETL,3,Azure,3,AWS,3
Cybersecurity Network Engineer,Katowice,PL,security,partly_remote,mid,2022-04-25T13:00:53.224Z,FALSE,FALSE,FALSE,10000,0,9000,16000,pln,0,Customer Orientation,3,Team Player,3,Firewall,3
REACT.JS DEVELOPER,Kraków,PL,javascript,remote,mid,2022-04-25T13:00:00.000Z,TRUE,TRUE,FALSE,10000,0,9000,16000,pln,0,Redux,3,ReactJS,3,TypeScript,3
.NET DEVELOPER,Kraków,PL,net,remote,mid,2022-04-25T12:00:00.000Z,TRUE,TRUE,FALSE,10000,0,9000,16000,pln,0,MVC,3,.NET Core,3,C#,3
REACT.JS DEVELOPER,Gdańsk,PL,javascript,remote,mid,2022-04-25T15:00:00.000Z,TRUE,TRUE,FALSE,10000,0,9000,16000,pln,0,Redux,3,ReactJS,3,TypeScript,3
.NET DEVELOPER,Gliwice,PL,net,remote,mid,2022-04-25T12:00:00.000Z,TRUE,TRUE,FALSE,10000,0,9000,16000,pln,0,MVC,3,.NET Core,3,C#,3
Salesforce Developer,Warszawa,PL,java,remote,senior,2022-04-19T17:00:15.320Z,TRUE,TRUE,FALSE,10000,0,9000,16000,pln,0,CI/CD,4,Agile,4,Salesforce,4
Java Developer/Test Analyst,Katowice,PL,java,partly_remote,mid,2022-03-23T11:00:17.087Z,TRUE,FALSE,,10000,0,9000,16000,pln,0,Test Automation,3,Agile,3,Communication Skills,4
Data Engineer,Katowice,PL,data,remote,mid,2022-03-07T10:00:13.602Z,TRUE,TRUE,,10000,0,9000,16000,pln,0,JSON,3,REST API,3,English,4
IoT Backend Developer,Katowice,PL,java,remote,mid,2022-03-07T13:00:46.189Z,TRUE,TRUE,,10000,0,9000,16000,pln,0,Java EE,2,Databases,3,Java,3
Business Analyst,Katowice,PL,analytics,remote,mid,2022-03-07T10:00:13.602Z,TRUE,TRUE,,10000,0,9000,16000,pln,0,Salesforce,3,English,4,unknown,0
Java Developer,Gliwice,PL,java,partly_remote,mid,2022-03-10T14:00:18.859Z,TRUE,FALSE,,10000,0,9000,16000,pln,0,J2EE,3,Agile,3,English,4
IoT Cloud Architect,Katowice,PL,architecture,remote,mid,2022-03-07T10:00:13.602Z,TRUE,TRUE,,10000,0,9000,16000,pln,0,JavaScript,3,Java,3,Architecture,3
Full Stack .NET Developer,Katowice,PL,net,partly_remote,mid,2022-03-11T10:00:14.416Z,TRUE,FALSE,,10000,0,9000,16000,pln,0,C#,2,.Net,3,English,4
Full-stack Developer,Katowice,PL,java,remote,mid,2022-03-07T13:00:46.189Z,TRUE,TRUE,,10000,0,9000,16000,pln,0,Docker,2,Java EE,3,Java,3
C# Developer,Katowice,PL,c,remote,mid,2022-03-07T13:00:46.189Z,TRUE,TRUE,,10000,0,9000,16000,pln,0,SQL,3,Java,3,C#,3
Java Developer,Katowice,PL,java,remote,mid,2022-03-07T14:00:20.009Z,TRUE,TRUE,,10000,0,9000,16000,pln,0,Maven,3,Spring,3,Java EE,3
Security&Compliance Consultant,Katowice,PL,security,partly_remote,mid,2022-03-11T10:00:14.416Z,FALSE,FALSE,,10000,0,9000,13000,pln,0,Analytical Thinking,3,Risk Management,3,audits,3
Salesforce Developer,Katowice,PL,java,remote,senior,2022-03-07T11:00:19.460Z,TRUE,TRUE,,10000,0,9000,16000,pln,0,CI/CD,4,Agile,4,Salesforce,4
Embedded Software Developer,Katowice,PL,c,remote,mid,2022-03-07T13:00:46.189Z,TRUE,TRUE,,10000,0,9000,16000,pln,0,C,3,C++,3,English,4
DevOps Engineer,Gliwice,PL,devops,partly_remote,mid,2022-03-10T05:00:18.356Z,TRUE,FALSE,,10000,0,9000,16000,pln,0,CD,3,CI,3,DevOps,3
Scrum Master,Katowice,PL,pm,partly_remote,mid,2022-03-11T10:00:14.416Z,TRUE,FALSE,,10000,0,9000,13000,pln,0,English,4,Communication Skills,4,Scrum,4
Data Engineer,Katowice,PL,data,remote,mid,2022-03-07T12:00:22.905Z,TRUE,TRUE,,10000,0,9000,16000,pln,0,ETL,3,Azure,3,AWS,3
Line Manager,Wrocław,PL,other,remote,senior,2022-11-13T11:00:12.848Z,TRUE,TRUE,FALSE,50,100,9000,15800,pln,0,Team Management,4,MS Office,4,JIRA,4
Scrum Master,Wrocław,PL,other,remote,senior,2022-08-12T11:20:00.000Z,TRUE,TRUE,FALSE,50,100,9000,15800,pln,0,Agile,4,Scrum,4,unknown,0
Project Manager,Kraków,PL,pm,partly_remote,mid,2022-10-03T07:00:14.362Z,TRUE,FALSE,FALSE,60,0,9000,14000,pln,0,Project Management,4,English,4,Communication Skills,4
PHP Developer,Warszawa,PL,php,remote,senior,2022-04-27T12:19:00.000Z,TRUE,TRUE,FALSE,10,30,9000,15000,pln,0,Laravel,4,PHP 7,4,OOP,4
PHP Developer,Gdańsk,PL,php,remote,senior,2022-04-27T12:56:00.000Z,TRUE,TRUE,FALSE,10,30,9000,15000,pln,0,Laravel,4,PHP 7,4,OOP,4
Backend Developer,Kraków,PL,javascript,remote,mid,2022-04-22T15:00:14.522Z,TRUE,TRUE,FALSE,5,10,9000,14000,pln,0,MySQL,3,PHP,4,Node.js Express,4
Java Developer,Bielsko-Biała,PL,java,remote,mid,2022-04-05T11:00:19.791Z,TRUE,TRUE,FALSE,140,0,9000,15000,pln,0,Spring Boot,3,Spring,3,Microservices,3
DevOps Engineer,Warszawa,PL,devops,remote,junior,2022-03-19T10:00:14.852Z,TRUE,TRUE,,140,0,9000,15000,pln,0,OpenShift,2,GitLab,2,Linux,2
Frontend Developer (Angular),Wrocław,PL,javascript,partly_remote,mid,2022-07-08T11:11:00.000Z,TRUE,FALSE,FALSE,300,0,9000,12000,pln,0,Django,1,Python,1,Angular,3
QA Engineer,Warszawa,PL,testing,remote,senior,2022-04-26T08:00:21.282Z,TRUE,TRUE,FALSE,100,0,9000,14000,pln,0,Test Case Management,3,Mobile App Testing,4,Manual Testing,4
QA Engineer,Bielsko-Biała,PL,testing,remote,senior,2022-04-26T08:00:21.282Z,TRUE,TRUE,FALSE,100,0,9000,14000,pln,0,Test Case Management,3,Mobile App Testing,4,Manual Testing,4
Data Analyst/ Scientist (Remote),Warszawa,PL,data,remote,mid,2022-02-27T14:00:00.000Z,TRUE,TRUE,,50,0,9000,12000,pln,0,Airflow,3,XML,4,Python,4
Data Analyst/ Scientist (Remote),Kraków,PL,data,remote,mid,2022-03-02T12:00:00.000Z,TRUE,TRUE,,50,0,9000,11999,pln,0,Airflow,3,XML,4,Python,4
Frontend Developer (Angular),Wrocław,PL,javascript,remote,mid,2022-02-20T16:00:14.413Z,TRUE,TRUE,,25,40,9000,14000,pln,0,React,3,Angular,3,JavaScript,3
Quality Assurance Engineer,Warszawa,PL,testing,remote,mid,2022-10-03T10:00:10.103Z,TRUE,TRUE,FALSE,560,0,9000,12500,pln,0,English,3,Selenium,3,Test Automation,3
C++ Developer,Warszawa,PL,net,remote,mid,2022-06-03T13:08:00.000Z,TRUE,TRUE,FALSE,100,0,9000,18000,pln,0,Test Cases,3,Linux,3,C++,3
Navigation Visualization Engineer,Warszawa,PL,c,remote,mid,2022-05-24T09:44:00.000Z,FALSE,TRUE,FALSE,100,0,9000,18000,pln,0,Linux,3,OpenGL,3,C++,3
OpenGL/Vulkan Developer,Warszawa,PL,c,remote,mid,2022-05-24T09:31:00.000Z,FALSE,TRUE,FALSE,100,0,9000,14000,pln,0,OpenGL,3,vulkan,3,C++,3
Test Framework Developer,Warszawa,PL,testing,remote,mid,2022-05-24T07:57:36.976Z,FALSE,TRUE,FALSE,100,0,9000,18000,pln,0,C++,4,Embedded,4,unknown,0
QA Engineer,Warszawa,PL,testing,remote,mid,2022-04-20T12:00:20.703Z,TRUE,TRUE,FALSE,70,0,9000,13000,pln,0,Testing,4,unknown,0,unknown,0
Ruby on Rails Developer,Warszawa,PL,ruby,remote,mid,2022-04-26T13:00:17.042Z,TRUE,TRUE,FALSE,10,0,9000,15000,pln,0,English,3,Ruby on Rails,3,Ruby,3
Ruby on Rails Developer,Wrocław,PL,ruby,remote,mid,2022-04-26T13:00:17.042Z,TRUE,TRUE,FALSE,10,0,9000,15000,pln,0,English,3,Ruby on Rails,3,Ruby,3
Ruby on Rails Developer,Kraków,PL,ruby,remote,mid,2022-04-17T13:00:14.738Z,TRUE,TRUE,FALSE,10,0,9000,15000,pln,0,English,3,Ruby on Rails,4,Ruby,4
Test Engineer,Warszawa,PL,testing,partly_remote,mid,2022-04-18T12:00:26.792Z,TRUE,FALSE,TRUE,50,100,9000,12500,pln,0,webdriver.io,3,Test Automation,4,Testing,4
Python Mid Developer- Remote,Gdańsk,PL,python,remote,mid,2022-07-28T07:00:14.952Z,TRUE,TRUE,FALSE,50,0,9000,14000,pln,0,Docker,3,Django,3,Python,3
AWS DevOps Mid Engineer- Remote,Gdańsk,PL,devops,remote,mid,2022-07-28T07:00:00.000Z,TRUE,TRUE,FALSE,50,0,9000,15000,pln,0,Terraform,1,AWS,3,Docker,3
AWS DevOps Mid Engineer- Remote/Wroclaw,Wrocław,PL,devops,remote,mid,2022-04-27T12:00:16.787Z,TRUE,TRUE,FALSE,50,0,9000,15000,pln,0,Terraform,1,AWS,3,Docker,3
AWS DevOps Mid Engineer- Remote,Kraków,PL,devops,remote,mid,2022-04-27T12:00:16.787Z,TRUE,TRUE,FALSE,50,0,9000,15000,pln,0,Terraform,1,AWS,3,Docker,3
Młodszy Kierownik Projektów,Warszawa,PL,pm,partly_remote,junior,2022-10-27T13:00:09.620Z,TRUE,FALSE,TRUE,30,50,9000,10000,pln,0,PRINCE2,2,Polish,3,English,4
Remote Fullstack Angular Developer,Szczecin,PL,javascript,remote,mid,2022-08-10T13:40:00.000Z,TRUE,TRUE,TRUE,90,0,9000,14500,pln,0,TypeScript,3,HTML5,4,Angular,4
Java Developer,Warszawa,PL,java,partly_remote,mid,2022-04-22T13:28:00.000Z,TRUE,FALSE,TRUE,100,0,9000,16000,pln,0,Scrum,3,Gosu,3,Java,4
Analityk Biznesowy,Warszawa,PL,analytics,partly_remote,mid,2022-04-22T13:28:00.000Z,TRUE,FALSE,FALSE,100,0,9000,11000,pln,0,Confluence,1,JIRA,1,MS Excel,4
C# Developer (Remote),Wrocław,PL,c,remote,mid,2022-05-26T06:44:27.367Z,TRUE,TRUE,TRUE,20,25,9000,11000,pln,0,DevExpress,3,WinForms,3,C#,3
C#/.Net Core Backend Developer (Remote),Warszawa,PL,net,remote,mid,2022-05-26T06:43:58.752Z,TRUE,TRUE,TRUE,20,25,9000,11000,pln,0,EF Core,3,.NET Core,3,C#,3
.Net Developer (WinForms/DevExpress),Gdańsk,PL,net,remote,mid,2022-04-26T13:27:00.000Z,TRUE,TRUE,FALSE,17,0,9000,11000,pln,0,.Net,3,SQL,3,C#,3
C# DevExpress Desktop Developer (Remote),Gdańsk,PL,c,remote,mid,2022-04-25T06:35:00.000Z,TRUE,TRUE,TRUE,20,25,9000,11000,pln,0,DevExpress,3,WinForms,3,C#,3
